disease, disease_url, summary
Methamphetamine,https://medlineplus.gov/methamphetamine.html,Methamphetamine - meth for short - is a very addictive stimulant drug.  It is a powder that can be made into a pill or a shiny rock (called a crystal). The powder can be eaten or snorted up the nose. It can also be mixed with liquid and injected into your body with a needle. Crystal meth is smoked in a small glass pipe.
Artificial Limbs,https://medlineplus.gov/artificiallimbs.html,People can lose all or part of an arm or leg for a number of reasons. Common ones include
Limb Loss,https://medlineplus.gov/limbloss.html,People can lose all or part of an arm or leg for a number of reasons. Common ones include
Amyloidosis,https://medlineplus.gov/amyloidosis.html,Amyloidosis occurs when abnormal proteins called amyloids build up and form deposits. The deposits can collect in organs such as the kidney and heart. This can cause the organs to become stiff and unable to work the way they should.
Amyotrophic Lateral Sclerosis,https://medlineplus.gov/amyotrophiclateralsclerosis.html,Amyotrophic lateral sclerosis (ALS) is a nervous system disease that attacks nerve cells called neurons in your brain and spinal cord. These neurons transmit messages from your brain and spinal cord to your voluntary muscles - the ones you can control; like in your arms and legs. At first; this causes mild muscle problems. Some people notice
Anabolic Steroids,https://medlineplus.gov/anabolicsteroids.html,Anabolic steroids are man-made substances related to male sex hormones. Doctors use anabolic steroids to treat some hormone problems in men; delayed puberty; and muscle loss from some diseases.
Anal Cancer,https://medlineplus.gov/analcancer.html,The anus is where stool leaves your body when you go to the bathroom. It is made up of your outer layers of skin and the end of your large intestine. Anal cancer is a disease in which cancer cells form in the tissues of the anus.
Anal Disorders,https://medlineplus.gov/analdisorders.html,The anus is the opening of the rectum through which stool passes out of your body. Problems with the anus are common. They include hemorrhoids; abscesses; fissures (cracks); and cancer.
Pain Relievers,https://medlineplus.gov/painrelievers.html,Pain relievers are medicines that reduce or relieve headaches; sore muscles; arthritis; or other aches and pains.  There are many different pain medicines; and each one has advantages and risks. Some types of pain respond better to certain medicines than others. Each person may also have a slightly different response to a pain reliever.
Anaphylaxis,https://medlineplus.gov/anaphylaxis.html,Anaphylaxis is a serious allergic reaction. It can begin very quickly; and symptoms may be life-threatening. The most common causes are reactions to foods (especially peanuts); medications; and stinging insects. Other causes include exercise and exposure to latex. Sometimes no cause can be found.
Anatomy,https://medlineplus.gov/anatomy.html,Anatomy is the science that studies the structure of the body. On this page; you'll find links to descriptions and pictures of the human body's parts and organ systems from head to toe.
Anemia,https://medlineplus.gov/anemia.html,If you have anemia; your blood does not carry enough oxygen to the rest of your body.  The most common cause of anemia is not having enough iron. Your body needs iron to make hemoglobin. Hemoglobin is an iron-rich protein that gives the red color to blood. It carries oxygen from the lungs to the rest of the body.
Neural Tube Defects,https://medlineplus.gov/neuraltubedefects.html,Neural tube defects are birth defects of the brain; spine; or spinal cord. They happen in the first month of pregnancy; often before a woman even knows that she is pregnant. The two most common neural tube defects are spina bifida and anencephaly. In spina bifida; the fetal spinal column doesn't close completely. There is usually nerve damage that causes at least some paralysis of the legs. In anencephaly; most of the brain and skull do not develop. Babies with anencephaly are usually either stillborn or die shortly after birth. Another type of defect; Chiari malformation; causes the brain tissue to extend into the spinal canal.
Anesthesia,https://medlineplus.gov/anesthesia.html,If you are having surgery; your doctor will give you medicine called an anesthetic. Anesthetics reduce or prevent pain. There are three main types:
Aneurysms,https://medlineplus.gov/aneurysms.html,An aneurysm is a bulge or "ballooning" in the wall of an artery. Arteries are blood vessels that carry oxygen-rich blood from the heart to other parts of the body. If an aneurysm grows large; it can burst and cause dangerous bleeding or even death.
Vasculitis,https://medlineplus.gov/vasculitis.html,Vasculitis is an inflammation of the blood vessels. It happens when the body's immune system attacks the blood vessel by mistake. It can happen because of an infection; a medicine; or another disease. The cause is often unknown.
Angina,https://medlineplus.gov/angina.html,Angina is chest pain or discomfort you feel when there is not enough blood flow to your heart muscle. Your heart muscle needs the oxygen that the blood carries. Angina may feel like pressure or a squeezing pain in your chest. It may feel like indigestion. You may also feel pain in your shoulders; arms; neck; jaw; or back.
Angioplasty,https://medlineplus.gov/angioplasty.html,If you have coronary artery disease; the arteries in your heart are narrowed or blocked by a sticky material called plaque. Angioplasty is a procedure to restore blood flow through the artery.
Animal Bites,https://medlineplus.gov/animalbites.html,Wild animals usually avoid people. They might attack; however; if they feel threatened; are sick; or are protecting their young or territory. Attacks by pets are more common. Animal bites rarely are life-threatening; but if they become infected; you can develop serious medical problems.
